city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time
las vegas,nv,United States,oval,30.0,30 seconds,12/12/2013,36.175,-115.1363889,11/10/2013,23:05
wien (austria),,Austria,other,10800.0,3 h,12/23/2002,48.208174,16.373819,11/11/1906,00:00
starke,fl,United States,sphere,1800.0,30min,11/11/2003,29.9438889,-82.11,11/11/1959,20:00
sumner (lake tapps area),wa,United States,sphere,30.0,30 seconds,8/28/2003,47.2033333,-122.2391667,11/11/1960,02:00
bakersfield,ca,United States,circle,600.0,10 minutes,6/18/2003,35.3733333,-119.0177778,11/11/1961,23:00
seattle,wa,United States,disk,120.0,2 minutes,2/16/1999,47.6063889,-122.3308333,11/11/1966,02:00
hempstead,ny,United States,unknown,60.0,one  minute +/-,2/14/2008,40.7061111,-73.6191667,11/11/1966,20:00
danang (viet nam),,Viet nam,light,60.0,1 minute,4/16/2005,16.054407,108.202167,11/11/1967,20:00
west chester,pa,United States,disk,180.0,three minutes,3/21/2003,39.8494444,-75.3561111,11/11/1973,19:00
hartsville,sc,United States,light,900.0,15 minutes,4/27/2007,34.3738889,-80.0736111,11/11/1976,20:00
jackson,ms,United States,triangle,300.0,5 min,4/16/2005,32.2986111,-90.1847222,11/11/1977,22:00
carlyss,la,United States,light,300.0,5 minutes,1/5/2011,30.1686111,-93.3758333,11/11/1978,13:00
st. albert (canada),ab,Canada,unknown,1200.0,10-20 minutes,9/2/2005,53.633333,-113.633333,11/11/1978,18:00
wickenburg,az,United States,,3600.0,1 hour +,9/2/2005,33.9686111,-112.7288889,11/11/1979,19:30
wickenburg (near),az,United States,light,3600.0,at least 1 hour,8/24/2004,33.9686111,-112.7288889,11/11/1979,19:30
florida (off coast,fl,United States,light,10.0,10 seconds,2/14/2008,30.452052,-86.632223,11/11/1982,00:00
edgartown,ma,United States,triangle,600.0,10 minutes,5/15/2006,41.3888889,-70.5138889,11/11/1984,23:00
saskatoon (canada),sa,Canada,cigar,3600.0,1 hour,12/2/2000,52.133333,-106.666667,11/11/1989,11:00
dun laoghaire (republic of ireland),,Ireland,disk,60.0,1 minute,1/11/2002,53.29279,-6.141937,11/11/1989,20:00
albuquerque,nm,United States,triangle,10.0,ten seconds,10/31/2003,35.0844444,-106.6505556,11/11/1993,22:00
plymouth,in,United States,triangle,300.0,5 mins,1/10/2009,41.3436111,-86.3097222,11/11/1994,22:00
plymouth,in,United States,diamond,90.0,1.5 minutes,5/24/1999,41.3436111,-86.3097222,11/11/1994,22:20
eugene,or,United States,,600.0,10 min.,11/2/1999,44.0522222,-123.0855556,11/11/1995,01:15
pichacho peak,az,United States,circle,900.0,15 min,10/31/2003,32.635068,-111.40067,11/11/1995,10:00
rock island,wa,United States,light,20.0,20 sec.,11/2/1999,47.3772222,-120.1427778,11/11/1995,18:25
solvang,ca,United States,,600.0,10 min.,11/2/1999,34.5958333,-120.1366667,11/11/1995,19:00
kirkland,wa,United States,,10.0,10 sec.,11/2/1999,47.6816667,-122.2075,11/11/1995,21:45
york (uk/england),,United Kingdom,light,300.0,5 minutes,9/2/2005,53.954115,-1.064262,11/11/1996,23:00
o&#39fallon,mo,United States,triangle,120.0,2 min,8/10/1999,38.8105556,-90.6997222,11/11/1997,01:00
columbus,oh,United States,cylinder,1200.0,20 minutes,7/5/1999,39.9611111,-82.9988889,11/11/1997,05:30
derby&#44 derbyshire (uk/england)(uk),,United Kingdom,egg,1.0,1 sec,11/19/1998,41.318765,-73.056398,11/11/1998,00:45
dayton and cincinnati (between),oh,United States,fireball,900.0,approx. 15 minutes,11/19/1998,39.740126,-84.203363,11/11/1998,15:00
akron,oh,United States,fireball,90.0,90 seconds,2/16/1999,41.0813889,-81.5191667,11/11/1998,19:45
wheatridge (5 miles or so northwest of denver),co,United States,triangle,20.0,15-20 seconds,11/19/1998,39.766098,-105.077206,11/11/1998,20:23
bowling green,ky,United States,circle,15.0,10-15secs,11/20/2002,36.9902778,-86.4436111,11/11/1998,21:45
oxford,ms,United States,triangle,135.0,45sec-1.5min,11/19/1998,34.3663889,-89.5191667,11/11/1998,21:45
meridian navel air station,ms,United States,formation,5.0,3-5 seconds,11/23/1999,32.551101,-88.607707,11/11/1999,02:00
el centro (50 miles west of&#44 on hwy 8),ca,United States,cigar,120.0,2 minutes,11/23/1999,32.7919444,-115.5622222,11/11/1999,16:20
fallbrook,ca,United States,sphere,600.0,10 minutes,11/17/1999,33.3763889,-117.2502778,11/11/1999,16:50
keasbey {woodbridge},nj,United States,cigar,510.0,8.5 min,1/22/2000,40.516431,-74.305047,11/11/1999,16:50
pflugerville,tx,United States,light,30.0,30 secs approx,11/17/1999,30.4391667,-97.6197222,11/11/1999,19:42
bensalem,pa,United States,light,4.0,00:00:04,8/25/2000,40.1044444,-74.9516667,11/11/1999,20:20
wauwatosa,wi,United States,cigar,60.0,1 minute,11/17/1999,43.0494444,-88.0075,11/11/1999,23:05
sydney (nsw&#44 australia),,Australia,other,600.0,10min,4/28/2001,-33.861481,151.205475,11/11/2000,00:00
slate hill,ny,United States,circle,120.0,2 minutes,3/11/2006,41.3908333,-74.4769444,11/11/2000,05:00
los molinos,ca,United States,oval,10.0,10 seconds,12/2/2000,40.0213889,-122.0991667,11/11/2000,10:45
tulsa/oklahoma city (midway between),ok,United States,circle,180.0,2-3 min,12/9/2000,36.153982,-95.992775,11/11/2000,14:00
tarpon springs,fl,United States,cylinder,600.0,10 minutes,12/2/2000,28.1458333,-82.7569444,11/11/2000,14:35
bend,or,United States,light,1500.0,25 minutes,12/2/2000,44.0583333,-121.3141667,11/11/2000,17:05
bend,or,United States,circle,180.0,2-3minutes,12/2/2000,44.0583333,-121.3141667,11/11/2000,17:30
berlin,ma,United States,disk,300.0,5 min,6/20/2005,42.3811111,-71.6375,11/11/2000,17:30
pollock pines,ca,United States,light,15.0,15 seconds,12/2/2000,38.7613889,-120.5855556,11/11/2000,18:35
indianapolis,in,United States,other,120.0,2min.,12/2/2000,39.7683333,-86.1580556,11/11/2000,19:32
charleston,il,United States,light,45.0,45 seconds,9/2/2005,39.4961111,-88.1761111,11/11/2000,21:00
new york city,ny,United States,light,10.0,10 sec,11/20/2001,40.7141667,-74.0063889,11/11/2001,01:00
windsor,co,United States,other,6.0,6 seconds,1/11/2002,40.4775,-104.9008333,11/11/2001,02:00
yorktown,va,United States,disk,900.0,15 minutes,3/19/2002,37.2386111,-76.51,11/11/2001,14:00
shiloh,nc,United States,triangle,240.0,3-4 minutes,11/20/2001,36.2730556,-76.0855556,11/11/2001,18:20
mogote,co,United States,,0.1,.10 sec,11/20/2001,37.0594444,-106.0916667,11/11/2001,19:00
carmel,ny,United States,triangle,120.0,2 mins,11/20/2001,41.43,-73.6805556,11/11/2001,20:04
bloomington,in,United States,light,14400.0,4 hours,8/16/2002,39.1652778,-86.5263889,11/11/2001,23:00
pleasantville,ny,United States,cigar,5.0,4 or 5 secs,11/20/2001,41.1327778,-73.7930556,11/11/2001,23:20
grimsby (uk/england),,United Kingdom,light,1800.0,30min,3/19/2002,53.533333,-0.05,11/11/2001,23:30
paris airport (near open field) (france),,France,disk,72.0,1:12,11/16/2002,35.296832,-93.685778,11/11/2002,03:24
chattanooga,tn,United States,other,30.0,30 sec,11/16/2002,35.0455556,-85.3097222,11/11/2002,15:30
townville,pa,United States,disk,30.0,30seconds,11/16/2002,41.6777778,-79.88,11/11/2002,17:25
kettle falls,wa,United States,fireball,5.0,5 seconds,12/23/2002,48.6108333,-118.0547222,11/11/2002,17:30
wolverhampton (uk/england),,United Kingdom,formation,300.0,5mins,11/16/2002,52.583333,-2.133333,11/11/2002,18:40
los angeles area,ca,United States,circle,180.0,around 3 min,11/16/2002,34.017089,-118.28876,11/11/2002,19:30
san jose,ca,United States,light,60.0,1 minute,11/16/2002,37.3394444,-121.8938889,11/11/2002,20:08
oak creek,wi,United States,triangle,180.0,3 min,12/23/2002,42.8858333,-87.8630556,11/11/2002,20:30
south lyon,mi,United States,light,180.0,3 min,11/26/2003,42.4605556,-83.6516667,11/11/2003,00:00
woodstock,ga,United States,teardrop,1800.0,30 mins,11/26/2003,34.1013889,-84.5194444,11/11/2003,16:00
san jose,ca,United States,unknown,30.0,aprox 30 seconds,11/26/2003,37.3394444,-121.8938889,11/11/2003,16:50
hueytown,al,United States,other,120.0,2:00min.,11/26/2003,33.4511111,-86.9966667,11/11/2003,18:00
brandon,fl,United States,disk,900.0,15 min.,11/26/2003,27.9375,-82.2861111,11/11/2003,18:10
grayslake,il,United States,diamond,60.0,1 minute,11/26/2003,42.3444444,-88.0416667,11/11/2003,19:00
lansdale,pa,United States,triangle,30.0,30 seconds,11/26/2003,40.2413889,-75.2841667,11/11/2003,19:00
wewahitchka,fl,United States,other,5.0,4-5 seconds,11/26/2003,30.1125,-85.2005556,11/11/2003,19:50
williamstownm,ma,United States,triangle,120.0,2 min.,12/9/2003,42.71202,-73.20369,11/11/2003,20:00
hawks,mi,United States,changing,180.0,3 min.,11/26/2003,45.3019444,-83.8875,11/11/2003,20:50
paddock lake,wi,United States,sphere,2.0,2 seconds,11/26/2003,42.5775,-88.105,11/11/2003,20:50
chesterfield (uk/england),,United Kingdom,fireball,20.0,20 seconds,11/26/2003,53.25,-1.416667,11/11/2003,21:00
aurora,il,United States,formation,7200.0,2 hours,11/26/2003,41.7605556,-88.32,11/11/2003,22:00
saskatoon (canada),sk,Canada,triangle,60.0,1 minute,11/26/2003,52.133333,-106.666667,11/11/2003,23:30
quebec (canada),qc,Canada,egg,600.0,10 minutes,12/3/2004,46.8,-71.25,11/11/2004,01:00
brisbane (qld&#44 australia),,Australia,circle,10.0,10sec,12/3/2004,-27.47101,153.024292,11/11/2004,02:00
sioux falls (near),sd,United States,light,300.0,approx. 5 mins,12/3/2004,43.55,-96.7,11/11/2004,12:30
college station,tx,United States,changing,300.0,5 min.,12/3/2004,30.6277778,-96.3341667,11/11/2004,19:00
memphis,tn,United States,changing,60.0,1 minute,12/3/2004,35.1494444,-90.0488889,11/11/2004,19:00
uk/england,,Fuck,circle,10.0,10 secs,12/3/2004,52.355518,-1.17432,11/11/2004,19:40
portsmouth,oh,United States,sphere,30.0,30 seconds,12/3/2004,38.7316667,-82.9977778,11/11/2004,21:54
labarthe sur l&egrave;ze (france),,France,cigar,2.0,2 seconds,12/16/2005,43.458858,1.399356,11/11/2005,04:15
fremont,ca,United States,light,30.0,30 seconds,1/10/2009,37.5483333,-121.9875,11/11/2005,05:30
mechanicsburg,oh,United States,light,120.0,2 minutes,12/16/2005,40.0719444,-83.5563889,11/11/2005,06:25
kai ping (china),,China,light,300.0,5 minutes,5/15/2006,31.071255,108.070097,11/11/2005,08:30
calhoun,ky,United States,egg,60.0,one minute,2/14/2006,37.5388889,-87.2583333,11/11/2005,09:00
santa barbara,ca,United States,light,300.0,5 min,12/16/2005,34.4208333,-119.6972222,11/11/2005,17:00
okeechobee,fl,United States,cylinder,180.0,3 minutes,12/16/2005,27.2436111,-80.83,11/11/2005,17:20
brockville (canada),on,Canada,sphere,60.0,1 minute,3/19/2009,44.583333,-75.683333,11/11/2005,18:00
cortland,ny,United States,light,900.0,15 mins,12/16/2005,42.6011111,-76.1808333,11/11/2005,18:00
east grand forks,mn,United States,unknown,2700.0,18:15 to 19:00,12/16/2005,47.93,-97.0241667,11/11/2005,18:00
lake charles,la,United States,triangle,420.0,6-7 minutes,1/21/2008,30.2263889,-93.2172222,11/11/2005,18:25
east patchogue,ny,United States,other,720.0,12 minutes,12/16/2005,40.7669444,-72.9966667,11/11/2005,18:40
jacksonville,fl,United States,triangle,1.5,1.5 seconds,12/16/2005,30.3319444,-81.6558333,11/11/2005,21:00
montreal lasalle (canada),qc,Canada,,600.0,10 minutes,12/16/2005,45.428568,-73.663416,11/11/2005,23:00
westville,nj,United States,disk,3.0,about 3 seconds,12/16/2005,39.8677778,-75.1319444,11/11/2005,23:05
toronto (canada),on,Canada,chevron,10.0,10 seconds,12/16/2005,43.666667,-79.416667,11/11/2005,23:13
falls church,va,United States,cigar,3.0,3 seconds,12/7/2006,38.8822222,-77.1713889,11/11/2006,00:32
cold lake (canada),ab,Canada,,120.0,2 minutes,2/4/2013,54.465,-110.183056,11/11/2006,01:00
carthage,tx,United States,light,300.0,5 min,4/27/2007,32.1572222,-94.3372222,11/11/2006,01:30
hammond,la,United States,triangle,10.0,10 seconds,2/1/2007,30.5041667,-90.4611111,11/11/2006,01:50
chattanooga,tn,United States,circle,60.0,1 minute,12/7/2006,35.0455556,-85.3097222,11/11/2006,06:00
redwood city,ca,United States,light,15.0,15 seconds,12/7/2006,37.4852778,-122.2352778,11/11/2006,19:00
la quinta,ca,United States,circle,20.0,20 seconds,12/7/2006,33.6633333,-116.3091667,11/11/2006,21:00
irvine,ca,United States,diamond,15.0,15 seconds,12/7/2006,33.6694444,-117.8222222,11/11/2006,22:00
pune (india),,India,triangle,20.0,15-20 sec,12/7/2006,18.52043,73.856744,11/11/2006,22:15
flushing,ny,United States,light,5.0,4 - 5 seconds,12/14/2006,40.7652778,-73.8177778,11/11/2006,23:00
mires (greece),,Greece,other,300.0,5 minutes,12/7/2006,35.051532,24.873037,11/11/2006,23:00
herndon,va,United States,light,90.0,1.5 minutes,12/7/2006,38.9694444,-77.3863889,11/11/2006,23:15
ypsilanti,mi,United States,triangle,300.0,5 minutes,12/7/2006,42.2411111,-83.6130556,11/11/2006,23:15
fairless hills,pa,United States,light,59.0,00:59,12/7/2006,40.1794444,-74.8555556,11/11/2006,23:50
boston,ma,United States,light,600.0,10 minutes,1/10/2009,42.3583333,-71.0602778,11/11/2007,00:00
san antonio,tx,United States,unknown,1800.0,30 minutes,3/4/2008,29.4238889,-98.4933333,11/11/2007,03:00
springfield,va,United States,flash,5.0,5 seconds,11/28/2007,38.7891667,-77.1875,11/11/2007,13:34
spokane valley,wa,United States,other,100.0,1 min 40sec,11/28/2007,47.6733333,-117.2383333,11/11/2007,16:04
royal palm beach,fl,United States,light,10.0,10 secods,11/28/2007,26.7080556,-80.2308333,11/11/2007,18:00
southport (uk/england),,United Kingdom,formation,300.0,5 min,11/28/2007,53.666667,-3.0,11/11/2007,18:40
dublin,ca,United States,light,2.0,2 seconds,11/28/2007,37.7022222,-121.9347222,11/11/2007,19:00
twin falls,id,United States,unknown,30.0,30seconds,11/28/2007,42.5630556,-114.46,11/11/2007,20:05
lompoc,ca,United States,cylinder,300.0,5 minutes,11/28/2007,34.6391667,-120.4569444,11/11/2007,20:15
cut bank,mt,United States,sphere,15.0,15 seconds,11/28/2007,48.6330556,-112.3252778,11/11/2007,21:45
acworth,ga,United States,sphere,180.0,3 minutes,11/28/2007,34.0658333,-84.6769444,11/11/2007,21:50
arlington,tx,United States,sphere,15.0,15 seconds,1/10/2009,32.7355556,-97.1077778,11/11/2008,16:10
mesa,az,United States,triangle,60.0,one minute,1/10/2009,33.4222222,-111.8219444,11/11/2008,18:28
flower mound,tx,United States,light,120.0,2 minutes,1/10/2009,33.0144444,-97.0966667,11/11/2008,19:37
san jose,ca,United States,light,300.0,5 minutes,1/10/2009,37.3394444,-121.8938889,11/11/2008,23:26
crescent,or,United States,light,1800.0,30 min,1/10/2009,43.4625,-121.6944444,11/11/2008,23:30
vincennes,in,United States,triangle,10.0,6 - 10 seconds,12/12/2009,38.6772222,-87.5286111,11/11/2009,00:30
s&atilde;o paulo (brazil),,Brazil,rectangle,120.0,1-2 minutes,12/12/2009,-23.55052,-46.633309,11/11/2009,00:45
monroe,ga,United States,circle,21600.0,6 hours,12/12/2009,33.7947222,-83.7133333,11/11/2009,01:20
monterey/san francisco (between; in-flight sighting),ca,United States,disk,120.0,two minutes,12/12/2009,36.760693,-121.765735,11/11/2009,17:35
marysville,wa,United States,light,35.0,35 sec,12/12/2009,48.0519444,-122.1758333,11/11/2009,18:00
beverly hills,mi,United States,light,120.0,2 minutes,12/12/2009,42.5238889,-83.2233333,11/11/2009,19:00
new kensington,pa,United States,sphere,5.0,5 seconds,5/15/2013,40.5697222,-79.765,11/11/2009,19:30
austin,tx,United States,other,300.0,5 minutes,12/12/2009,30.2669444,-97.7427778,11/11/2009,24:00
folsom,ca,United States,disk,600.0,10 minutes,11/21/2010,38.6780556,-121.175,11/11/2010,01:00
nashville,tn,United States,egg,5.0,5 seconds,11/21/2010,36.1658333,-86.7844444,11/11/2010,15:00
wallkill,ny,United States,other,240.0,4 minutes,11/21/2010,41.6055556,-74.1844444,11/11/2010,17:00
sacramento,ca,United States,other,120.0,2 minutes,7/4/2012,38.5816667,-121.4933333,11/11/2010,19:00
uncasville,ct,United States,light,45.0,45 sec.,11/21/2010,41.4344444,-72.1102778,11/11/2010,19:20
chandler/casa grande,az,United States,light,1800.0,30 min,11/21/2010,32.933183,-111.723855,11/11/2010,21:30
corner brook (canada),nf,Canada,flash,2.0,few seconds,11/21/2010,48.95,-57.933333,11/11/2010,22:00
oberlin,oh,United States,light,1200.0,20 minutes,11/21/2010,41.2938889,-82.2175,11/11/2010,22:40
laguna hills,ca,United States,other,420.0,5-7 min,11/21/2010,33.6125,-117.7119444,11/11/2010,23:30
myrtle beach,sc,United States,light,5.0,5 sec,11/21/2010,33.6888889,-78.8869444,11/11/2010,23:30
barry township,pa,United States,triangle,20.0,20 secs.,12/12/2011,40.706661,-76.421599,11/11/2011,01:00
seattle,wa,United States,light,900.0,10-15 min,12/12/2011,47.6063889,-122.3308333,11/11/2011,03:30
cincinnati,oh,United States,circle,4.0,4 seconds,12/12/2011,39.1619444,-84.4569444,11/11/2011,10:18
scottsdale,az,United States,unknown,300.0,5 minutes,12/12/2011,33.5091667,-111.8983333,11/11/2011,11:20
austin,tx,United States,oval,20.0,20 seconds,12/12/2011,30.2669444,-97.7427778,11/11/2011,11:53
mercer island,wa,United States,unknown,120.0,2 minutes,12/12/2011,47.5708333,-122.2208333,11/11/2011,16:25
greensboro,nc,United States,oval,300.0,5 minutes,12/12/2011,36.0725,-79.7922222,11/11/2011,18:05
dover,de,United States,triangle,20.0,15-20 seconds,12/12/2011,39.1580556,-75.5247222,11/11/2011,20:00
fairbanks,ak,United States,circle,300.0,5 min.,12/12/2011,64.8377778,-147.7163889,11/11/2011,20:10
harbor city,ca,United States,triangle,1200.0,20 minutes,10/30/2012,33.79,-118.2969444,11/11/2011,20:15
concord/harrisburg,nc,United States,light,480.0,5-8 minutes,12/12/2011,35.343839,-80.697948,11/11/2011,20:45
cumberland,md,United States,other,21600.0,evening,12/12/2011,39.6527778,-78.7627778,11/11/2011,20:45
kathmandu (nepal),,Nepal,disk,420.0,6 to 7 minutes,12/17/2011,27.7,85.333333,11/11/2011,21:11
duluth,mn,United States,formation,20.0,20 sec,12/12/2011,46.7833333,-92.1063889,11/11/2011,22:30
fremont,in,United States,cylinder,300.0,5 mins,12/12/2011,41.7308333,-84.9327778,11/11/2011,22:30
cromwell,ct,United States,light,240.0,3 to 4 min,12/12/2011,41.595,-72.6458333,11/11/2011,22:55
osceola,ar,United States,disk,60.0,30 - 60 seconds,1/24/2012,35.705,-89.9694444,11/11/2011,23:15
albany,ny,United States,circle,900.0,15 mins,12/12/2011,42.6525,-73.7566667,11/11/2011,23:23
mccordsville,in,United States,sphere,60.0,1min. and 30 min. later,11/19/2012,39.9080556,-85.9227778,11/11/2012,00:31
new braunfels,tx,United States,other,4.0,2-4 seconds,11/19/2012,29.7027778,-98.1241667,11/11/2012,02:00
calgary (canada),ab,Canada,disk,9.0,9 seconds,11/19/2012,51.083333,-114.083333,11/11/2012,02:25
troy,oh,United States,sphere,4.0,4 seconds,11/19/2012,40.0394444,-84.2033333,11/11/2012,02:30
bremerton,wa,United States,unknown,20.0,10-20 seconds,11/19/2012,47.5675,-122.6313889,11/11/2012,04:40
venice,ca,United States,triangle,3.0,3 seconds,11/19/2012,33.9908333,-118.4591667,11/11/2012,05:05
jefferson,ga,United States,fireball,60.0,~1 minute,11/20/2013,34.1169444,-83.5725,11/11/2012,07:00
omaha,ne,United States,disk,30.0,30 seconds,11/19/2012,41.2586111,-95.9375,11/11/2012,14:20
leesburg,va,United States,cylinder,30.0,30 seconds,11/19/2012,39.1155556,-77.5638889,11/11/2012,15:50
sacramento,ca,United States,fireball,180.0,3+ minutes,12/20/2012,38.5816667,-121.4933333,11/11/2012,17:56
santa cruz,ca,United States,formation,120.0,1-2 minutes,11/19/2012,36.9741667,-122.0297222,11/11/2012,18:15
grand junction,co,United States,triangle,120.0,2:00 minutes,11/19/2012,39.0638889,-108.55,11/11/2012,18:45
macclesfield (uk/england),,United Kingdom,circle,60.0,60 seconds,11/19/2012,53.25,-2.116667,11/11/2012,19:30
brantford (canada),on,Canada,rectangle,60.0,1 minute,11/19/2012,43.133333,-80.266667,11/11/2012,20:00
kalispell,mt,United States,unknown,900.0,10-15 minutes,11/19/2012,48.1958333,-114.3119444,11/11/2012,20:10
kalispell,mt,United States,diamond,30.0,30 seconds,11/19/2012,48.1958333,-114.3119444,11/11/2012,20:30
shawnee,ks,United States,formation,1800.0,30 minutes,11/19/2012,39.0416667,-94.72,11/11/2012,20:30
fredericksburg,va,United States,triangle,30.0,30 seconds,11/19/2012,38.3030556,-77.4608333,11/11/2012,21:00
