city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time,lat_bin,long_bin
chillicothe,oh,United States,fireball,10.0,10 seconds,10/20/2005,39.3330556,-82.9825,10/19/2005,02:00,"(39.162, 39.927]","(-83.971, -82.495]"
elizabeth,nj,United States,light,60.0,1 minute,10/20/2005,40.6638889,-74.2111111,10/19/2005,07:30,"(40.655, 41.246]","(-74.629, -72.787]"
bastrop,la,United States,triangle,2700.0,45 minutes,3/19/2009,32.7561111,-91.8722222,10/19/2005,18:00,"(30.421, 32.776]","(-93.855, -90.198]"
marlboro,ma,United States,circle,1200.0,20minutes,11/3/2005,42.7166667,-70.9736111,10/19/2005,21:00,"(42.439, 43.174]","(-72.787, -3.381]"
jonestown,pa,United States,light,60.0,60 seconds,10/20/2005,40.4136111,-76.4786111,10/19/2005,21:15,"(39.927, 40.655]","(-76.978, -74.629]"
whitesburg,ky,United States,triangle,300.0,5 minutes,11/3/2005,37.1183333,-82.8269444,10/19/2005,22:00,"(36.2, 37.669]","(-83.971, -82.495]"
milwaukee,wi,United States,triangle,300.0,5 minutes,11/3/2005,43.0388889,-87.9063889,10/19/2005,22:45,"(42.439, 43.174]","(-90.198, -87.821]"
harrisonville,ga,United States,other,10.0,10 seconds,10/30/2006,33.1758333,-84.9886111,10/19/2006,06:10,"(32.776, 33.631]","(-85.922, -83.971]"
olive branch,ms,United States,other,2.0,2 secs.,10/30/2006,34.9616667,-89.8294444,10/19/2006,07:05,"(34.148, 35.227]","(-90.198, -87.821]"
london (uk/england),,United Kingdom,light,180.0,3 minutes,10/30/2006,51.514125,-0.093689,10/19/2006,11:50,"(48.88, 70.292]","(-3.381, 178.018]"
las vegas,nv,United States,chevron,900.0,15 mins,10/30/2006,36.175,-115.1363889,10/19/2006,12:10,"(35.227, 36.2]","(-116.419, -111.694]"
boulder,co,United States,triangle,60.0,1min,10/30/2006,40.015,-105.27,10/19/2006,18:50,"(39.927, 40.655]","(-111.694, -104.058]"
hammonton,nj,United States,unknown,600.0,10 minutes,10/30/2006,39.6363889,-74.8027778,10/19/2006,19:40,"(39.162, 39.927]","(-76.978, -74.629]"
fowlerville,mi,United States,unknown,4200.0,70 minutes,10/30/2006,42.6605556,-84.0730556,10/19/2006,22:15,"(42.439, 43.174]","(-85.922, -83.971]"
brule,wi,United States,circle,3600.0,1 hour,11/28/2007,46.5530556,-91.5763889,10/19/2007,02:00,"(44.712, 46.73]","(-93.855, -90.198]"
banks,or,United States,sphere,8.0,8 seconds,11/28/2007,45.6188889,-123.1130556,10/19/2007,15:00,"(44.712, 46.73]","(-169.543, -122.483]"
phoenix,az,United States,light,1200.0,20 minutes,11/28/2007,33.4483333,-112.0733333,10/19/2007,16:45,"(32.776, 33.631]","(-116.419, -111.694]"
leamington spa (uk/england),,United Kingdom,diamond,1200.0,20 minutes,11/28/2007,52.3,-1.533333,10/19/2007,17:30,"(48.88, 70.292]","(-3.381, 178.018]"
boca raton,fl,United States,oval,300.0,5 minutes,11/28/2007,26.3583333,-80.0833333,10/19/2007,18:30,"(-46.165, 27.9]","(-80.966, -79.417]"
north richland hills,tx,United States,teardrop,300.0,5 minutes,11/28/2007,32.8341667,-97.2286111,10/19/2007,19:00,"(32.776, 33.631]","(-104.058, -96.949]"
keller,tx,United States,fireball,300.0,5 minutes,3/4/2008,32.9344444,-97.2513889,10/19/2007,19:20,"(32.776, 33.631]","(-104.058, -96.949]"
southlake,tx,United States,fireball,300.0,5 minues,1/21/2008,32.9411111,-97.1338889,10/19/2007,19:30,"(32.776, 33.631]","(-104.058, -96.949]"
keller,tx,United States,fireball,7.0,7 seconds,11/28/2007,32.9344444,-97.2513889,10/19/2007,19:34,"(32.776, 33.631]","(-104.058, -96.949]"
roanoke,tx,United States,unknown,40.0,40 sec,11/28/2007,33.0038889,-97.2255556,10/19/2007,19:35,"(32.776, 33.631]","(-104.058, -96.949]"
keller,tx,United States,light,180.0,3 minutes,11/28/2007,32.9344444,-97.2513889,10/19/2007,19:45,"(32.776, 33.631]","(-104.058, -96.949]"
keller,tx,United States,fireball,120.0,2 minutes,11/28/2007,32.9344444,-97.2513889,10/19/2007,20:00,"(32.776, 33.631]","(-104.058, -96.949]"
clinton township,mi,United States,disk,300.0,5 minutes,11/28/2007,42.586888,-82.919551,10/19/2007,21:14,"(42.439, 43.174]","(-83.971, -82.495]"
irving,tx,United States,light,60.0,less than 1 minute,11/28/2007,32.8138889,-96.9486111,10/19/2007,22:00,"(32.776, 33.631]","(-104.058, -96.949]"
danville,ca,United States,chevron,300.0,5 minutes,11/28/2007,37.8216667,-121.9988889,10/19/2007,22:30,"(37.669, 38.582]","(-122.483, -121.787]"
bridgeport/trumbull,ct,United States,rectangle,25.0,25 seconds,10/31/2008,41.220726,-73.195091,10/19/2008,01:00,"(40.655, 41.246]","(-74.629, -72.787]"
minot,nd,United States,triangle,7200.0,2 hours,10/31/2008,48.2325,-101.2958333,10/19/2008,01:00,"(46.73, 48.88]","(-104.058, -96.949]"
albuquerque,nm,United States,other,5.0,about 5 seconds,10/31/2008,35.0844444,-106.6505556,10/19/2008,02:00,"(34.148, 35.227]","(-111.694, -104.058]"
christiansburg,va,United States,rectangle,180.0,3 minutes,10/31/2008,37.1297222,-80.4091667,10/19/2008,03:00,"(36.2, 37.669]","(-80.966, -79.417]"
miami,fl,United States,cylinder,4.0,4seconds,10/31/2008,25.7738889,-80.1938889,10/19/2008,06:10,"(-46.165, 27.9]","(-80.966, -79.417]"
puntarenas (costa rica),,Costa rica,sphere,60.0,1 minute,10/31/2008,9.977844,-84.829421,10/19/2008,06:40,"(-46.165, 27.9]","(-85.922, -83.971]"
mount washington,ky,United States,other,10.0,10 seconds,10/31/2008,38.05,-85.5458333,10/19/2008,09:40,"(37.669, 38.582]","(-85.922, -83.971]"
gainesville,va,United States,cigar,180.0,3 minutes,1/10/2009,38.7955556,-77.6141667,10/19/2008,11:00,"(38.582, 39.162]","(-79.417, -76.978]"
flagstaff,az,United States,circle,7.0,7 seconds,1/10/2009,35.1980556,-111.6505556,10/19/2008,11:10,"(34.148, 35.227]","(-111.694, -104.058]"
hilo,hi,United States,sphere,600.0,10 mins,1/10/2009,19.7297222,-155.09,10/19/2008,12:00,"(-46.165, 27.9]","(-169.543, -122.483]"
king george,va,United States,circle,600.0,10 minutes,10/31/2008,38.2680556,-77.1847222,10/19/2008,14:00,"(37.669, 38.582]","(-79.417, -76.978]"
cary,il,United States,disk,35.0,35 seoonds,10/31/2008,42.2119444,-88.2380556,10/19/2008,17:00,"(41.721, 42.439]","(-90.198, -87.821]"
philadelphia/baltimore (between),md,United States,light,3.0,2-3 seconds,10/31/2008,39.299166,-76.578899,10/19/2008,17:00,"(39.162, 39.927]","(-76.978, -74.629]"
bastrop,la,United States,unknown,60.0,1 minute,10/31/2008,32.7561111,-91.8722222,10/19/2008,18:00,"(30.421, 32.776]","(-93.855, -90.198]"
tucson,az,United States,unknown,600.0,10 minutes,10/31/2008,32.2216667,-110.9258333,10/19/2008,18:35,"(30.421, 32.776]","(-111.694, -104.058]"
weimar,tx,United States,oval,2.0,seconds,10/31/2008,29.7027778,-96.7802778,10/19/2008,19:00,"(27.9, 30.421]","(-96.949, -93.855]"
timmonsville,sc,United States,unknown,900.0,15 min,10/31/2008,34.1347222,-79.94,10/19/2008,19:30,"(33.631, 34.148]","(-80.966, -79.417]"
north adams,ma,United States,unknown,3600.0,1 hour,10/31/2008,42.7008333,-73.1091667,10/19/2008,21:00,"(42.439, 43.174]","(-74.629, -72.787]"
doylestown,pa,United States,,180.0,3 min,10/31/2008,40.31,-75.1302778,10/19/2008,22:30,"(39.927, 40.655]","(-76.978, -74.629]"
richmond,va,United States,sphere,45.0,45 seconds,10/31/2008,37.5536111,-77.4605556,10/19/2008,22:30,"(36.2, 37.669]","(-79.417, -76.978]"
laurel,ms,United States,light,432000.0,5 days,1/10/2009,31.6938889,-89.1305556,10/19/2008,23:09,"(30.421, 32.776]","(-90.198, -87.821]"
mount laurel,nj,United States,circle,1500.0,25 minutes,12/12/2009,39.9338889,-74.8913889,10/19/2009,00:50,"(39.927, 40.655]","(-76.978, -74.629]"
dayton,oh,United States,light,600.0,10 minutes,12/12/2009,39.7588889,-84.1916667,10/19/2009,01:30,"(39.162, 39.927]","(-85.922, -83.971]"
oshawa (canada),on,Canada,diamond,20.0,20 seconds,12/12/2009,43.9,-78.866667,10/19/2009,01:41,"(43.174, 44.712]","(-79.417, -76.978]"
hanover park,il,United States,oval,2.0,few seconds,12/12/2009,41.9994444,-88.145,10/19/2009,06:15,"(41.721, 42.439]","(-90.198, -87.821]"
detroit,mi,United States,other,900.0,15 min,12/12/2009,42.3313889,-83.0458333,10/19/2009,18:30,"(41.721, 42.439]","(-83.971, -82.495]"
west dennis,ma,United States,sphere,4.0,3-4 seconds,12/12/2009,41.7352778,-70.1944444,10/19/2009,19:15,"(41.721, 42.439]","(-72.787, -3.381]"
horseshoe lake,ny,United States,unknown,3600.0,7pm- 8pm,12/12/2009,44.135446,-74.621486,10/19/2009,19:30,"(43.174, 44.712]","(-74.629, -72.787]"
sidney,tx,United States,light,120.0,2min,12/12/2009,31.9491667,-98.7369444,10/19/2009,20:30,"(30.421, 32.776]","(-104.058, -96.949]"
vya (ghost town),nv,United States,light,900.0,10-15 min,5/2/2011,41.5922222,-119.8594444,10/19/2009,21:00,"(41.246, 41.721]","(-121.787, -118.34]"
yonkers,ny,United States,sphere,900.0,15 minutes,11/21/2010,40.9311111,-73.8991667,10/19/2010,13:00,"(40.655, 41.246]","(-74.629, -72.787]"
seattle,wa,United States,light,5.0,5 seconds,11/21/2010,47.6063889,-122.3308333,10/19/2010,18:30,"(46.73, 48.88]","(-122.483, -121.787]"
kirkland,wa,United States,light,600.0,10 minutes,11/21/2010,47.6816667,-122.2075,10/19/2010,19:00,"(46.73, 48.88]","(-122.483, -121.787]"
tacoma,wa,United States,light,10.0,5-10 seconds,11/21/2010,47.2530556,-122.4430556,10/19/2010,19:00,"(46.73, 48.88]","(-122.483, -121.787]"
riverdale,ut,United States,light,20.0,15-20 seconds,11/21/2010,41.1769444,-112.0030556,10/19/2010,20:05,"(40.655, 41.246]","(-116.419, -111.694]"
raleigh,nc,United States,light,15.0,15 seconds,11/21/2010,35.7719444,-78.6388889,10/19/2010,20:15,"(35.227, 36.2]","(-79.417, -76.978]"
southern oregon,or,United States,unknown,60.0,1min,11/21/2010,42.188354,-122.690442,10/19/2010,20:15,"(41.721, 42.439]","(-169.543, -122.483]"
crescent city/gasquet,ca,United States,triangle,720.0,12 mins,11/21/2010,41.878168,-123.984798,10/19/2010,20:18,"(41.721, 42.439]","(-169.543, -122.483]"
brookings,or,United States,circle,1800.0,30 minutes,11/21/2010,42.0527778,-124.2827778,10/19/2010,20:30,"(41.721, 42.439]","(-169.543, -122.483]"
hazen/fallon,nv,United States,triangle,4.0,4 seconds,11/21/2010,39.56464,-119.023428,10/19/2010,20:33,"(39.162, 39.927]","(-121.787, -118.34]"
ormond beach,fl,United States,light,600.0,10 minutes,11/21/2010,29.2855556,-81.0561111,10/19/2010,21:00,"(27.9, 30.421]","(-82.495, -80.966]"
burnsville,nc,United States,unknown,120.0,about 2 minutes,3/13/2012,35.9172222,-82.3011111,10/19/2010,21:19,"(35.227, 36.2]","(-82.495, -80.966]"
cross lanes,wv,United States,light,4.0,3-4 seconds,9/24/2012,38.4202778,-81.7908333,10/19/2010,23:00,"(37.669, 38.582]","(-82.495, -80.966]"
denver,co,United States,formation,5.0,5 seconds,10/19/2011,39.7391667,-104.9841667,10/19/2011,01:54,"(39.162, 39.927]","(-111.694, -104.058]"
renner,sd,United States,flash,2.0,2 seconds,10/19/2011,43.6455556,-96.7280556,10/19/2011,02:00,"(43.174, 44.712]","(-96.949, -93.855]"
lennox,sd,United States,,60.0,1 minute,10/19/2011,43.3541667,-96.8916667,10/19/2011,03:20,"(43.174, 44.712]","(-96.949, -93.855]"
hinsdale,ma,United States,fireball,120.0,2 minutes,10/25/2011,42.4386111,-73.1258333,10/19/2011,06:40,"(41.721, 42.439]","(-74.629, -72.787]"
orlando,fl,United States,changing,1200.0,20 mins,10/19/2011,28.5380556,-81.3794444,10/19/2011,06:47,"(27.9, 30.421]","(-82.495, -80.966]"
las vegas,nv,United States,disk,900.0,10-15 minutes,10/25/2011,36.175,-115.1363889,10/19/2011,18:45,"(35.227, 36.2]","(-116.419, -111.694]"
san francisco,ca,United States,light,9000.0,2.5 hr,10/25/2011,37.775,-122.4183333,10/19/2011,19:30,"(37.669, 38.582]","(-122.483, -121.787]"
maricopa,az,United States,other,10.0,10 seconds,10/25/2011,33.0580556,-112.0469444,10/19/2011,20:37,"(32.776, 33.631]","(-116.419, -111.694]"
brown city,mi,United States,sphere,2700.0,45 min,10/25/2011,43.2122222,-82.9897222,10/19/2011,21:00,"(43.174, 44.712]","(-83.971, -82.495]"
louisville,co,United States,light,3.0,3 seconds,10/25/2011,39.9777778,-105.1313889,10/19/2011,22:15,"(39.927, 40.655]","(-111.694, -104.058]"
loveland,co,United States,cigar,10.0,10 seconds,10/25/2011,40.3977778,-105.0744444,10/19/2011,22:15,"(39.927, 40.655]","(-111.694, -104.058]"
eagle mountain,tx,United States,other,120.0,few minutes,9/30/2013,32.8933333,-97.4441667,10/19/2011,22:56,"(32.776, 33.631]","(-104.058, -96.949]"
pasco,wa,United States,formation,300.0,5 min,10/25/2011,46.2397222,-119.0994444,10/19/2011,23:30,"(44.712, 46.73]","(-121.787, -118.34]"
unity,me,United States,circle,900.0,15 minutes,10/30/2012,44.6111111,-69.335,10/19/2012,02:00,"(43.174, 44.712]","(-72.787, -3.381]"
gimhae (kimhae) (south korea),,Fuck,disk,5400.0,1-1.5 hours,10/30/2012,35.228545,128.889352,10/19/2012,02:30,"(35.227, 36.2]","(-3.381, 178.018]"
everett,wa,United States,circle,180.0,2 - 3 minutes,10/30/2012,47.9791667,-122.2008333,10/19/2012,05:00,"(46.73, 48.88]","(-122.483, -121.787]"
blandford forum (uk/england),,United Kingdom,unknown,300.0,5 minutes,10/30/2012,50.866667,-2.166667,10/19/2012,06:20,"(48.88, 70.292]","(-3.381, 178.018]"
tacoma,wa,United States,oval,60.0,1 minute,10/30/2012,47.2530556,-122.4430556,10/19/2012,09:03,"(46.73, 48.88]","(-122.483, -121.787]"
severn,md,United States,other,300.0,3-5 minutes,10/30/2012,39.1369444,-76.6986111,10/19/2012,18:00,"(38.582, 39.162]","(-76.978, -74.629]"
north port,fl,United States,other,300.0,5 minutes,10/30/2012,27.0438889,-82.2361111,10/19/2012,19:00,"(-46.165, 27.9]","(-82.495, -80.966]"
butler,md,United States,light,180.0,3 minutes,10/30/2012,39.5352778,-76.7283333,10/19/2012,19:15,"(39.162, 39.927]","(-76.978, -74.629]"
santa barbara,ca,United States,fireball,60.0,1 minute,10/30/2012,34.4208333,-119.6972222,10/19/2012,19:15,"(34.148, 35.227]","(-121.787, -118.34]"
lockport,il,United States,oval,60.0,1 minute,10/30/2012,41.5894444,-88.0577778,10/19/2012,19:28,"(41.246, 41.721]","(-90.198, -87.821]"
burns,tn,United States,fireball,300.0,~4-5 minutes,10/30/2012,36.0533333,-87.3125,10/19/2012,20:30,"(35.227, 36.2]","(-87.821, -85.922]"
katy,tx,United States,triangle,20.0,15-20 seconds,10/30/2012,29.7855556,-95.8241667,10/19/2012,20:35,"(27.9, 30.421]","(-96.949, -93.855]"
lakewood ranch,fl,United States,light,600.0,10 minutes,10/30/2012,27.411695,-82.428522,10/19/2012,21:00,"(-46.165, 27.9]","(-82.495, -80.966]"
oklahoma city/edmond,ok,United States,triangle,900.0,10 to 15 minutes,10/30/2012,35.652832,-97.478095,10/19/2012,21:40,"(35.227, 36.2]","(-104.058, -96.949]"
nashville,tn,United States,fireball,2700.0,45 minutes,10/30/2012,36.1658333,-86.7844444,10/19/2012,22:00,"(35.227, 36.2]","(-87.821, -85.922]"
seaside park,nj,United States,circle,300.0,5 minutes,10/30/2012,39.9266667,-74.0775,10/19/2012,23:00,"(39.162, 39.927]","(-74.629, -72.787]"
scorrsdale,az,United States,light,300.0,5 minutes,10/30/2012,33.49417,-111.926052,10/19/2012,23:05,"(32.776, 33.631]","(-116.419, -111.694]"
scottsdale,az,United States,light,600.0,10 minutes,10/30/2012,33.5091667,-111.8983333,10/19/2012,23:25,"(32.776, 33.631]","(-116.419, -111.694]"
nashville,tn,United States,unknown,1200.0,>20 minutes,10/30/2012,36.1658333,-86.7844444,10/19/2012,23:45,"(35.227, 36.2]","(-87.821, -85.922]"
glendale,ca,United States,circle,7200.0,>2 hours,10/30/2012,34.1425,-118.2541667,10/19/2012,23:58,"(33.631, 34.148]","(-118.34, -116.419]"
faison,nc,United States,oval,2.0,~2 seconds,10/30/2012,35.1161111,-78.1363889,10/19/2012,23:59,"(34.148, 35.227]","(-79.417, -76.978]"
eau claire,wi,United States,oval,180.0,3 minutes,10/23/2013,44.8113889,-91.4983333,10/19/2013,00:00,"(44.712, 46.73]","(-93.855, -90.198]"
arlington,va,United States,circle,240.0,4 minutes,10/23/2013,38.8902778,-77.0844444,10/19/2013,00:17,"(38.582, 39.162]","(-79.417, -76.978]"
virginia beach,va,United States,unknown,5.0,5 seconds,10/23/2013,36.8527778,-75.9783333,10/19/2013,00:20,"(36.2, 37.669]","(-76.978, -74.629]"
prescott,az,United States,oval,300.0,5 minutes,10/23/2013,34.54,-112.4677778,10/19/2013,07:30,"(34.148, 35.227]","(-116.419, -111.694]"
murphysboro,il,United States,other,600.0,10 minutes,10/23/2013,37.7644444,-89.335,10/19/2013,10:45,"(37.669, 38.582]","(-90.198, -87.821]"
miramar,fl,United States,light,600.0,10 minutes,10/23/2013,25.9869444,-80.2325,10/19/2013,11:00,"(-46.165, 27.9]","(-80.966, -79.417]"
revere,ma,United States,oval,6.0,6 seconds,10/23/2013,42.4083333,-71.0125,10/19/2013,11:33,"(41.721, 42.439]","(-72.787, -3.381]"
los angeles,ca,United States,disk,1560.0,26 minutes,10/23/2013,34.0522222,-118.2427778,10/19/2013,13:13,"(33.631, 34.148]","(-118.34, -116.419]"
sierra vista,az,United States,circle,20.0,20 seconds,10/23/2013,31.5544444,-110.3030556,10/19/2013,13:40,"(30.421, 32.776]","(-111.694, -104.058]"
brownsville,or,United States,disk,360.0,4-6 minutes,1/24/2014,44.3936111,-122.9836111,10/19/2013,18:00,"(43.174, 44.712]","(-169.543, -122.483]"
san pedro sul (honduras),,Honduras,fireball,900.0,15 minutes,10/23/2013,15.5,-88.033333,10/19/2013,18:30,"(-46.165, 27.9]","(-90.198, -87.821]"
lafayette,in,United States,light,300.0,5+ minutes,2/27/2014,40.4166667,-86.8752778,10/19/2013,18:45,"(39.927, 40.655]","(-87.821, -85.922]"
lowell,ma,United States,light,120.0,several minutes,10/23/2013,42.6333333,-71.3166667,10/19/2013,19:05,"(42.439, 43.174]","(-72.787, -3.381]"
winslow,az,United States,fireball,10.0,10 seconds,10/23/2013,35.0241667,-110.6966667,10/19/2013,19:30,"(34.148, 35.227]","(-111.694, -104.058]"
fairdale,ky,United States,light,30.0,30 seconds,10/23/2013,38.105,-85.7588889,10/19/2013,20:03,"(37.669, 38.582]","(-85.922, -83.971]"
riverview (canada),nb,Canada,light,1200.0,15-20 minutes,10/23/2013,46.05,-64.81,10/19/2013,20:05,"(44.712, 46.73]","(-72.787, -3.381]"
swansea,il,United States,unknown,420.0,5-7 minutes,10/23/2013,38.5338889,-89.9888889,10/19/2013,20:10,"(37.669, 38.582]","(-90.198, -87.821]"
aubrey/frisco,tx,United States,unknown,1200.0,20 minutes,10/23/2013,33.174147,-96.87871,10/19/2013,20:15,"(32.776, 33.631]","(-96.949, -93.855]"
chandler,az,United States,fireball,180.0,3 minutes,10/23/2013,33.3061111,-111.8405556,10/19/2013,20:15,"(32.776, 33.631]","(-116.419, -111.694]"
oshkosh,wi,United States,circle,600.0,10 minutes,10/23/2013,44.0247222,-88.5425,10/19/2013,20:15,"(43.174, 44.712]","(-90.198, -87.821]"
goodyear,az,United States,fireball,180.0,3 minutes,10/23/2013,33.4352778,-112.3575,10/19/2013,20:30,"(32.776, 33.631]","(-116.419, -111.694]"
orlando,fl,United States,other,900.0,10-15 minutes,10/23/2013,28.5380556,-81.3794444,10/19/2013,20:45,"(27.9, 30.421]","(-82.495, -80.966]"
fond du lac,wi,United States,light,300.0,5 minutes,10/23/2013,43.7730556,-88.4469444,10/19/2013,20:53,"(43.174, 44.712]","(-90.198, -87.821]"
festus,mo,United States,sphere,15.0,10-15 seconds,10/23/2013,38.2205556,-90.3958333,10/19/2013,21:00,"(37.669, 38.582]","(-93.855, -90.198]"
lewisburg,pa,United States,other,30.0,30 seconds,11/11/2013,40.9644444,-76.8847222,10/19/2013,21:00,"(40.655, 41.246]","(-76.978, -74.629]"
poolesville,md,United States,sphere,3600.0,1+ hours,10/23/2013,39.1458333,-77.4172222,10/19/2013,21:11,"(38.582, 39.162]","(-79.417, -76.978]"
palm desert,ca,United States,light,300.0,5 minutes,10/23/2013,33.7222222,-116.3736111,10/19/2013,21:30,"(33.631, 34.148]","(-116.419, -111.694]"
saint louis,mo,United States,triangle,120.0,minutes,10/23/2013,38.6272222,-90.1977778,10/19/2013,21:30,"(38.582, 39.162]","(-93.855, -90.198]"
silver creek,ga,United States,triangle,1800.0,~30 minutes,10/23/2013,34.1761111,-85.1613889,10/19/2013,21:30,"(34.148, 35.227]","(-85.922, -83.971]"
st. paul,mn,United States,sphere,5.0,5 seconds,10/23/2013,44.9444444,-93.0930556,10/19/2013,21:30,"(44.712, 46.73]","(-93.855, -90.198]"
charlotte,nc,United States,sphere,420.0,7 minutes,10/23/2013,35.2269444,-80.8433333,10/19/2013,21:53,"(34.148, 35.227]","(-80.966, -79.417]"
ansonia,ct,United States,triangle,180.0,3 minutes,10/23/2013,41.3461111,-73.0794444,10/19/2013,22:00,"(41.246, 41.721]","(-74.629, -72.787]"
boise,id,United States,sphere,600.0,5-10 minutes,10/23/2013,43.6136111,-116.2025,10/19/2013,22:00,"(43.174, 44.712]","(-116.419, -111.694]"
brecksville,oh,United States,sphere,300.0,5 minutes,10/23/2013,41.3197222,-81.6269444,10/19/2013,22:00,"(41.246, 41.721]","(-82.495, -80.966]"
koh samui (thailand),,Thailand,circle,60.0,60 seconds,10/23/2013,9.512017,100.013593,10/19/2013,22:00,"(-46.165, 27.9]","(-3.381, 178.018]"
flint,mi,United States,sphere,420.0,7 minutes,10/23/2013,43.0125,-83.6875,10/19/2013,22:15,"(42.439, 43.174]","(-83.971, -82.495]"
austin,tx,United States,flash,10.0,10 seconds,10/23/2013,30.2669444,-97.7427778,10/19/2013,22:30,"(27.9, 30.421]","(-104.058, -96.949]"
jupiter,fl,United States,light,300.0,5 minutes,10/23/2013,26.9338889,-80.0944444,10/19/2013,22:30,"(-46.165, 27.9]","(-80.966, -79.417]"
albuquerque,nm,United States,light,900.0,15 minutes,10/23/2013,35.0844444,-106.6505556,10/19/2013,23:00,"(34.148, 35.227]","(-111.694, -104.058]"
napanee (canada),on,Canada,fireball,2700.0,45 minutes,10/23/2013,44.25,-76.95,10/19/2013,23:30,"(43.174, 44.712]","(-76.978, -74.629]"
